name,type,lat,lon,cuisine,source
Dadi's Dum Biryani,restaurant,12.8897164,77.5975027,mughlai;hyderabadi,OSM
Pizza Hut,restaurant,12.8895058,77.5974312,pizza,OSM
Zanghs Dynasty,restaurant,12.890143,77.5976943,chinese,OSM
Sufiyan,restaurant,12.8922596,77.5983606,chinese,OSM
Hot Burg,restaurant,12.892252,77.5983398,burger,OSM
Chowman,restaurant,12.9232047,77.6711807,,OSM
Starbucks,cafe,12.90602,77.5937277,coffee_shop,OSM
Wangs Kitchen,restaurant,12.9061196,77.5926081,,OSM
Eden Park Restaurant,restaurant,12.9234752,77.5852645,,OSM
Sweet Chariot,cafe,12.9683557,77.6512329,cake,OSM
Spicy Corner,fast_food,12.9687951,77.6488597,Manchurian;chinese,OSM
KFC,fast_food,12.9048841,77.6016207,chicken,OSM
Shiva's Chats,fast_food,12.9416718,77.5605078,indian,OSM
Goli Vada Pav,fast_food,12.9394505,77.5839294,indian,OSM
Karnataka Bhel House,fast_food,12.9395055,77.5839162,indian,OSM
Kwality'S Ice Cream Parlour,restaurant,12.9241055,77.5671349,ice_cream,OSM
Ammys Biriyani,restaurant,12.8896399,77.5633218,indian,OSM
Pallavi,restaurant,12.9045616,77.5057926,chinese;indian,OSM
Carnival De Goa,restaurant,12.9750047,77.6200027,regional,OSM
Ayda,restaurant,12.9742729,77.607273,indian;persian,OSM
Chai Point,cafe,12.9224971,77.668466,coffee_shop,OSM
Gopal Jee,restaurant,12.9245494,77.6743341,,OSM
Dosa Time,fast_food,12.9825833,77.7485219,,OSM
Abhiruchi,fast_food,12.9825936,77.7484763,,OSM
Cafe Coffee Day,cafe,13.0053577,77.5810409,coffee_shop,OSM
Sri Devi Café,restaurant,12.9977551,77.6205782,regional,OSM
Lou Han,restaurant,12.9159911,77.6513702,chinese;thai,OSM
Napoli,restaurant,12.9160016,77.6519298,italian,OSM
Greasy Spoon,restaurant,12.9168988,77.6515537,american,OSM
Just momo,restaurant,12.912101,77.6485607,chinese,OSM
Wang's Kitchen,restaurant,12.9124615,77.6517484,chinese,OSM
Adyar Ananda Bhavan,restaurant,12.9137923,77.6374114,regional,OSM
Pizza Hut,restaurant,12.9122107,77.6377107,pizza,OSM
Calvins,restaurant,12.9122576,77.6375965,italian,OSM
Hotel Sanman,restaurant,12.98415,77.5781517,regional,OSM
Krispy Kreme,fast_food,12.9135892,77.6383047,donut,OSM
Goli,restaurant,12.9908478,77.6800019,vada_pav,OSM
Biryani House,restaurant,13.0413885,77.6223832,Hyderabadi_Biryani,OSM
Taaza Tindi,fast_food,12.9226172,77.5932227,regional,OSM
Nammoora,restaurant,12.9045002,77.5888265,"regional_(South_Indian,_North_Indian)",OSM
California Burritos,restaurant,12.9341751,77.6170762,,OSM
Pizza Hut,restaurant,12.9117609,77.6816564,pizza,OSM
Funky Punjab,restaurant,12.9001563,77.585937,punjabi,OSM
Vasantha Grand,restaurant,12.9043815,77.5858999,indian,OSM
Vinaya Cafe,restaurant,12.9058961,77.5802982,indian,OSM
Sreeraj Lassi Bar,cafe,12.9844175,77.6033409,,OSM
Karavali Garden Restaurant,restaurant,12.9044659,77.5802459,indian,OSM
McDonald's,fast_food,12.9259521,77.6754449,burger,OSM
KFC,fast_food,12.9480965,77.6987354,chicken,OSM
Bhagini,restaurant,12.9398646,77.6959322,regional,OSM
Pizza Hut,restaurant,12.9389751,77.6953137,pizza,OSM
Happy Endings,cafe,12.9245757,77.6729089,,OSM
Punjabi Times,restaurant,12.9241101,77.671697,regional,OSM
Ruh,restaurant,12.9245431,77.6728693,,OSM
Dosa Time,cafe,12.9147042,77.6760561,,OSM
Juice,cafe,12.9147382,77.6760668,juice,OSM
Chat & More,cafe,12.9147905,77.6760749,,OSM
Blue Rock's Fusion Restaurant and Bar,restaurant,12.9146917,77.6760958,,OSM
Cafe Coffee Day,cafe,12.9757451,77.6046148,coffee_shop,OSM
D'Lish,restaurant,12.9765959,77.5706263,,OSM
Adhishakthi,restaurant,12.9729868,77.5700133,,OSM
Domino's,fast_food,12.9730022,77.6173053,pizza,OSM
Jalsa,restaurant,12.9263463,77.5647627,,OSM
Odia Dyne,restaurant,12.9563085,77.6560269,regional,OSM
J's Pastas n Pizzas,restaurant,12.9558936,77.6535219,pizza,OSM
Srinidhi Sagar,restaurant,12.9607933,77.64587,,OSM
Nandini Cool Joint,restaurant,12.9110059,77.6444953,,OSM
Chung Wah,restaurant,13.0285702,77.5714972,chinese,OSM
Diya Family Restaurant,restaurant,12.9571881,77.6550651,meals,OSM
Akshaya Veg,restaurant,12.9565128,77.6537159,meals,OSM
Brahmin's Thatte Idli,restaurant,13.0268022,77.5794516,,OSM
Adyar Ananda Bhavan,restaurant,13.04098,77.6243953,regional,OSM
Status,restaurant,12.953121,77.652908,,OSM
Udipi Park,restaurant,12.9530588,77.652888,,OSM
Richies Rahhams Families International,restaurant,13.000752,77.6131248,,OSM
McDonald's,fast_food,13.0112401,77.5549137,burger,OSM
Big Mummy,restaurant,12.96257,77.6432823,,OSM
Nandu Biryani Corner,restaurant,12.9627703,77.6424953,hyderabadi,OSM
Starbucks,cafe,12.9745524,77.6073356,coffee_shop,OSM
Kavya Sagar,restaurant,12.9582479,77.6146254,regional,OSM
MTR 1924,restaurant,12.9805426,77.6405571,,OSM
Cafe Coffee Day,cafe,12.9781425,77.6387579,coffee_shop,OSM
Tadka Singh,restaurant,12.9781375,77.638642,indian,OSM
Chinita,restaurant,12.9810472,77.6371441,mexican,OSM
Paakashala,restaurant,12.9811616,77.6371262,regional,OSM
Dosa Camp,restaurant,12.9797703,77.6393433,,OSM
Adupadi,restaurant,12.9788158,77.6365941,Chettinad,OSM
Lajawaab,restaurant,12.9782871,77.6426631,indian,OSM
Rasa India,restaurant,12.9782063,77.6431582,indian,OSM
Nakshatra Condiments Mess & Fast Food,fast_food,12.9816228,77.6392476,,OSM
Cafe Max,restaurant,12.9783994,77.6443108,german,OSM
Esplanade,restaurant,12.978961,77.636588,Calcutta,OSM
Istanbul Doner Turkish Grill,restaurant,12.9821282,77.6395715,,OSM
Durga Andhra Mess (Veg/Non-Veg),restaurant,12.9804418,77.6391466,indian,OSM
Food Town,restaurant,12.9822114,77.6391056,,OSM
Five Star Cafe,fast_food,12.9808189,77.6409999,chicken,OSM
Nagarjuna,restaurant,12.9774668,77.6363765,indian,OSM
Imperial Restaurant,restaurant,12.9755127,77.6360648,,OSM
Annapoorani,restaurant,12.97475,77.635825,indian,OSM
Barebones,restaurant,12.9801713,77.6405925,,OSM
Coffee Club,cafe,13.0189413,77.5708021,,OSM
Swathi,restaurant,12.9891614,77.5722338,,OSM
Ganesh Veg,fast_food,12.9896751,77.5720525,,OSM
Punjabi Rasoi,restaurant,12.9821972,77.6388396,,OSM
Sri Upahara,restaurant,12.9105018,77.5816131,South_Indian,OSM
Meghana Foods,restaurant,12.9728223,77.6091815,indian,OSM
Indira Food Court,fast_food,12.9826128,77.638292,,OSM
Roll Khazana,fast_food,12.9821999,77.6383332,,OSM
Curries and Pickles,restaurant,12.9822012,77.6382936,,OSM
Hotel Annakuteera vegetarian,restaurant,12.962822,77.5764714,,OSM
New Sagar Fast Food & Party Hall,restaurant,12.9899339,77.5526805,,OSM
H.S.M Iyengar,cafe,12.910505,77.5820811,,OSM
Paakashala,restaurant,12.9106315,77.584622,regional,OSM
Spicy Tree,restaurant,12.9106137,77.5805904,regional,OSM
Rolls of heaven,restaurant,12.9110226,77.578561,regional,OSM
Sri Devi,restaurant,12.9108461,77.5782827,,OSM
Sunrise Restaurant,restaurant,12.9110743,77.5780397,,OSM
Aditya Hotel,restaurant,13.0019334,77.5784395,,OSM
F A Tea stall,cafe,13.0183459,77.5572174,,OSM
Five Star Veg,restaurant,13.0069934,77.5693219,,OSM
New Sagar Fast Food - Vegetarian,fast_food,13.0188238,77.5574002,,OSM
KFC,fast_food,13.0244173,77.5489753,chicken,OSM
Five Star Chicken,restaurant,13.0070927,77.5693166,,OSM
Hotel Aradhana,restaurant,12.9115865,77.6002227,,OSM
New Kabab Zone,fast_food,12.9109162,77.600202,kebab,OSM
Brahmashree Juice and Condiments,fast_food,12.9109842,77.6001833,,OSM
McDonald's,fast_food,13.0035401,77.5713502,burger,OSM
Kebab,fast_food,12.9110992,77.6001886,,OSM
Shri Lakshmi Darshini,restaurant,12.9113058,77.6001591,,OSM
Kebab,fast_food,12.9112273,77.6001377,,OSM
Prasanna bar and restaurant,restaurant,12.9113345,77.6001135,,OSM
Kebab,fast_food,12.9110469,77.6001538,,OSM
Cafe Coffee Day,cafe,12.9898332,77.5561709,coffee_shop,OSM
A. Cyber Joint - Browsing Center,internet_cafe,12.9891135,77.5559765,,OSM
Ande Ka Funda,fast_food,12.9311572,77.6070088,indian,OSM
Holy Smoke,restaurant,12.9103456,77.6097988,,OSM
Sri Ananda Bhavan,restaurant,12.9944143,77.6631498,indian,OSM
Sri Krishna Grand,restaurant,12.9938792,77.6622186,indian,OSM
Basaveshwara Khanavali,restaurant,12.9944662,77.6632297,regional,OSM
Sai Shiv Sagar,restaurant,12.9950242,77.662944,,OSM
Nellore Mess,restaurant,12.994594,77.6634203,regional,OSM
Annapurna,restaurant,12.95904,77.6382864,,OSM
Kerela Pavilion,restaurant,12.9603147,77.6371987,,OSM
Under The Tree,restaurant,12.9592176,77.6385092,,OSM
Tamarind House,restaurant,12.9591069,77.6383016,,OSM
Ice Thunder,fast_food,12.9454151,77.5709801,regional,OSM
Smoke House Deli,restaurant,12.9715104,77.5983259,italian;burger,OSM
Annapoorneshwari Mess,restaurant,12.9819249,77.6395066,regional,OSM
Chetty's Coffee,fast_food,12.9812444,77.6366402,lassi,OSM
Classic Biriyani Center,restaurant,12.92478,77.6746246,,OSM
Mani's Dum Biriyani,restaurant,12.9242898,77.6737254,indian,OSM
Ibaco,cafe,13.0374157,77.5661276,dessert,OSM
Café Coffee Day,cafe,12.9193173,77.5041769,coffee_shop,OSM
Unknown,restaurant,12.9320659,77.6182289,,OSM
Goli Vada Pav,fast_food,13.0216054,77.5587327,indian,OSM
Aastha Mess,restaurant,13.0218114,77.5586653,Bengali,OSM
Thanco's Natural Ice Cream,restaurant,13.027416,77.5610663,ice_cream,OSM
Chocolate Lounge,cafe,12.9705433,77.642076,,OSM
Mast Kalandar,restaurant,12.9548274,77.6415855,indian;regional,OSM
Ambur Biriyani,restaurant,12.9582235,77.6415281,regional,OSM
Chef Inn Regency,restaurant,12.95771,77.6416441,,OSM
Kolkatta Kati Roll,fast_food,12.9579315,77.6415049,indian;regional,OSM
Shabari Tea Stall,cafe,12.9580508,77.641507,,OSM
Sanjeevanam,restaurant,12.9254221,77.6194529,,OSM
Juice Maker,cafe,12.9417768,77.6215095,coffee_shop,OSM
Dyu Art Cafe,cafe,12.9371896,77.6176798,coffee_shop,OSM
Juicy,cafe,12.9360891,77.6159498,Juice_shop,OSM
Momoz,restaurant,12.9359584,77.6162475,chinese,OSM
Chai Point,cafe,12.9346905,77.6159203,coffee_shop,OSM
California Pizza Kitchen,restaurant,12.9344396,77.6160195,pizza,OSM
Sharekhan Restaurant,restaurant,12.9187187,77.6491667,,OSM
Tea Coffee,cafe,12.8996006,77.4958799,,OSM
Sathkar Cafe,cafe,12.9589736,77.6628578,,OSM
Indiradarshini,cafe,13.0036378,77.6166655,indian,OSM
Meghana Foods,restaurant,12.9496216,77.6997317,regional,OSM
Mast Kalandar,restaurant,12.9255448,77.6762576,regional,OSM
Cafe Coffee Day,cafe,13.0334985,77.5309521,coffee_shop,OSM
PSR Andhra Style Restaurant,restaurant,13.0374407,77.5225394,regional,OSM
Phalahara Darshini Juice Center,fast_food,13.0351247,77.5271958,,OSM
Barbeque Nation,restaurant,12.9481695,77.6986773,,OSM
99 varieties of dosa,fast_food,12.9481519,77.6985843,Dosa,OSM
Wow! Momo,fast_food,12.9481681,77.6987599,momo,OSM
Minakshi,restaurant,12.9497864,77.6990755,Andhra,OSM
Anjappar,restaurant,12.9506209,77.6999061,regional,OSM
Spice World,restaurant,12.9504495,77.6999604,,OSM
Jimi's,restaurant,12.9504952,77.699942,,OSM
Barkaas Indo Arabic Restaurant,restaurant,12.9512065,77.6994054,Andhra,OSM
Wareabouts Grill & Lounge,restaurant,12.9517332,77.6994362,,OSM
Tandoori Junction,restaurant,12.9517821,77.7001004,Punjabi,OSM
Nanda's,restaurant,12.9515881,77.7000708,Andhra,OSM
Unknown,cafe,12.9629426,77.5875693,,OSM
Bhavani Tiffin Center,restaurant,12.9862102,77.5741379,regional,OSM
Chung Wah,restaurant,13.0279983,77.5726967,chinese,OSM
Sree Manjunatha Coffee Bar,cafe,12.9824022,77.6376847,,OSM
Kolkata Famous Chats,fast_food,12.9780369,77.633104,,OSM
Ambur Biriyani,restaurant,12.9822182,77.6385728,indian,OSM
Juicea- Fresh juice and ice creams,cafe,12.9822235,77.6390347,,OSM
Al Zaid,restaurant,12.9822569,77.6393124,indian,OSM
Le Cremosa,cafe,12.9800955,77.6398191,,OSM
NIAS Main Eating Point,restaurant,13.0289716,77.5633966,regional,OSM
Cafe Coffee Day,cafe,13.0207677,77.5929009,coffee_shop,OSM
Delhiwale,restaurant,13.0124427,77.7608184,,OSM
Subway,restaurant,13.0084769,77.7586837,,OSM
East,restaurant,12.8504319,77.6601401,asian,OSM
Subway / Polar Bear,fast_food,13.099474,77.5891287,sandwich,OSM
Pizza Hut,restaurant,13.0993015,77.5892631,pizza,OSM
Beijing Bites,restaurant,13.0993909,77.589218,chinese,OSM
Mast Kalandar,restaurant,13.0994241,77.5891823,regional,OSM
Bhai Ji's,fast_food,12.9761885,77.6260897,,OSM
St. Martha's Canteen,restaurant,12.9701247,77.5866611,,OSM
Shiva Bakery and Juice,fast_food,12.9680068,77.5918733,,OSM
KGID Canteen,restaurant,12.981906,77.5956848,regional,OSM
The Marigold - Fine Dine,restaurant,12.9698283,77.735625,international,OSM
Swenson's,fast_food,12.9921796,77.5705158,ice_cream,OSM
Fruit Face,cafe,12.9811573,77.6366177,juice;salad,OSM
Reva canteen,restaurant,13.1174066,77.6346379,,OSM
Unknown,restaurant,13.117397,77.6344822,,OSM
TFC,fast_food,13.1148963,77.6358856,chicken,OSM
Freedom Cafe,cafe,13.0302272,77.5627649,Fast_Food,OSM
Southinn,fast_food,12.9105606,77.6326899,,OSM
Vandy Restaurant,restaurant,12.8440295,77.6608645,fulki,OSM
Twillight Tandoor Resto,restaurant,12.9313955,77.5179594,regional,OSM
Udupi Grand,restaurant,13.0992523,77.5773423,regional,OSM
Salem Kitchen,restaurant,12.9645529,77.717708,,OSM
Agarwal Bhavan,restaurant,12.9647848,77.7174502,"Sweets,_Chats,_Restaurant",OSM
Seashell Savoury,restaurant,12.9311314,77.6007942,Multi-cuisne,OSM
Chicken County,restaurant,12.9307235,77.6004442,indian,OSM
Truffles,fast_food,12.9335629,77.614322,cake;burger;grill;italian_pizza;breakfast;american;donut;international;hot_dog;french;coffee_shop;barbecue;ice_cream,OSM
University Cafeteria,cafe,12.9433024,77.5055822,,OSM
Santosh Chat,fast_food,12.9813859,77.6014187,,OSM
Akshaya Deluxe,restaurant,13.0374079,77.5654203,indian,OSM
Anjappar Chettinad Restaurant,restaurant,12.9755345,77.6413688,south_indian,OSM
Creme & Crust,restaurant,12.9749878,77.6412398,,OSM
Peacock Fine Dining,restaurant,12.9750628,77.6412415,,OSM
Five Star Chicken,fast_food,12.9646378,77.6417391,chicken,OSM
Hungry Walker,restaurant,12.9695996,77.641102,asian;malaysian;indonesian,OSM
Little Italy,restaurant,12.9773951,77.6406976,,OSM
Rajdhani,restaurant,12.963873,77.6418506,,OSM
The Rock,restaurant,12.963753,77.6419024,,OSM
pakwan,restaurant,12.9742661,77.6409041,,OSM
Kota Kachori,restaurant,12.9740974,77.640751,indian,OSM
Sri Udupi Park,restaurant,12.9736716,77.6409138,,OSM
Thai Refresh,restaurant,12.9706146,77.6415013,,OSM
The Biriyani World,restaurant,12.9694583,77.6415886,,OSM
Unibic Foods,food_court,12.9694598,77.6416844,,OSM
Chai Gali,cafe,12.981682,77.6394877,tea,OSM
Brahmin's Tatte Idli,cafe,12.9801908,77.6372443,,OSM
Biryani Palace,fast_food,12.9791513,77.6411317,,OSM
Barbeque Factory,restaurant,12.9641752,77.6413104,,OSM
News Cafe,cafe,12.9659502,77.6412101,,OSM
Smoke House Deli,restaurant,12.9656588,77.6412508,italian;burger,OSM
Kumbakonam Traditional Coffee,cafe,12.9739292,77.6232945,,OSM
McDonald's,fast_food,12.9886459,77.5375264,burger,OSM
Atithis,restaurant,13.0017604,77.5783235,chats,OSM
Swaad,restaurant,12.9696235,77.654847,Punjabi,OSM
Beijing Bites,restaurant,12.9185551,77.6704667,chinese,OSM
Cafe Coffee Day,cafe,12.9754589,77.6067378,coffee_shop,OSM
Bheema's,restaurant,12.9751858,77.6035875,regional,OSM
Mainland China,restaurant,12.9752374,77.6034215,chinese,OSM
Oh! Calcutta,restaurant,12.975223,77.6035195,regional,OSM
Desi Vdesi,fast_food,12.9755327,77.6032754,,OSM
C# chicken,fast_food,12.9755379,77.603247,,OSM
Hooked,restaurant,12.9755584,77.6031289,seafood,OSM
Matsya,restaurant,12.9755444,77.6031965,,OSM
KaatiZone,fast_food,12.9755531,77.6031516,indian,OSM
Bundle Company,restaurant,12.9756151,77.6029253,,OSM
Karavalli,restaurant,12.9720694,77.6089097,regional;south_western_coastal,OSM
Udupi Park,restaurant,12.9728503,77.6091975,,OSM
Nagarjuna,restaurant,12.97323,77.609195,andhra,OSM
The Grill House,restaurant,12.9749935,77.6199471,mexican,OSM
Zaitoon,restaurant,12.9597633,77.6470458,,OSM
Anand,fast_food,12.9600501,77.6451721,,OSM
Cheeni Kum,restaurant,12.9600581,77.6451404,,OSM
Chai Point,cafe,12.9600755,77.6448826,coffee_shop,OSM
Desi Bytes,restaurant,12.9601577,77.6443247,,OSM
Golden Plate Restaurant,restaurant,12.9592065,77.6530201,,OSM
Cafe Coffee Day,cafe,12.9592219,77.6550084,coffee_shop,OSM
Samruddhi,restaurant,12.9592402,77.6547402,Andhra,OSM
KFC,fast_food,12.9589664,77.6569874,chicken,OSM
McDonald's,fast_food,12.9590285,77.6566733,burger,OSM
Unknown,food_court,12.9353215,77.6944935,,OSM
Blue Terrain,restaurant,12.9300348,77.6834526,,OSM
The Square,restaurant,12.9301328,77.6833467,,OSM
Punjabi Bites,restaurant,12.954539,77.6526273,,OSM
Adyar Ananda Bhavan,restaurant,12.997771,77.571072,regional,OSM
Clubhouse,restaurant,12.9594395,77.6436156,,OSM
Chai Point,cafe,12.9731918,77.6167348,tea;bubble_tea,OSM
Caesars,restaurant,12.9733842,77.6163899,indian,OSM
Sri Krishna Nandagokula Veg,restaurant,12.9365363,77.5167879,regional,OSM
Shanti Sagar,restaurant,12.9735894,77.5783998,,OSM
Ichin Restaurant,restaurant,12.937762,77.6271125,,OSM
Satis Tiffins,restaurant,12.9557359,77.6918384,,OSM
Sri Mylari Fast Food And Tiffin Centrr,fast_food,12.9588866,77.6596239,,OSM
Bhagini Deluxe,restaurant,12.9571303,77.701865,Andhra,OSM
Vaikuntam,restaurant,12.9571332,77.7018887,Andhra,OSM
Raju's Royal,restaurant,12.9595599,77.6559904,,OSM
Udupi Vaibhava,restaurant,12.9572917,77.7009166,,OSM
Punjabi Tadka,restaurant,12.9343194,77.6895154,North_Indian,OSM
Sri Manjunatha Condiments,cafe,12.9876025,77.5736105,,OSM
Eat Eroo,fast_food,12.957461,77.7008832,,OSM
Chung Wah,restaurant,12.9740669,77.6092489,chinese,OSM
Donne Biryani House,restaurant,12.9732979,77.6093585,,OSM
Chiah Hok,restaurant,12.8917806,77.5792737,indian,OSM
Empire,restaurant,12.9672647,77.6090629,,OSM
Mel's Korner,fast_food,12.9743703,77.6069754,,OSM
Tandoor,restaurant,12.9736722,77.6131796,,OSM
New Life Kerala Mess,restaurant,12.9726449,77.6382683,kerala,OSM
Coastal Delight,restaurant,12.9783646,77.6362045,indian,OSM
Raaga,restaurant,12.9781459,77.6364882,indian,OSM
The Grill House,restaurant,12.9723182,77.6370479,steak_house,OSM
Wanley Restaurant,restaurant,12.9792707,77.6426443,chinese,OSM
Viceroy's Sarathi,restaurant,12.9792825,77.6425169,regional,OSM
New Roll Centre,fast_food,12.9730357,77.6356907,rolls,OSM
Sharon Tea Stall,cafe,12.9731666,77.6470466,,OSM
Soo Ra Sang Korean Cuisine,restaurant,12.9656704,77.6492943,korean,OSM
Om Sai Skanda Dosa Camp,fast_food,12.970003,77.6310087,indian,OSM
Pathaan Sir,fast_food,12.970293,77.6357695,rolls,OSM
Unknown,restaurant,13.066893,77.5028392,,OSM
Chung's Pavillion,restaurant,12.9663676,77.6372366,chinese,OSM
Thali,restaurant,12.8364057,77.6794553,,OSM
Spice n' Ginger,restaurant,12.962015,77.6375462,kerala,OSM
Green Pepper,restaurant,12.9688091,77.6489013,kerala,OSM
Leon Grill,fast_food,12.9691095,77.6489071,,OSM
Santé Spa Cuisine,restaurant,12.963907,77.6386951,indian;international;italian;pasta;pizza;thai,OSM
Bhaiya Ji Food Court,fast_food,12.9751457,77.6148806,snacks,OSM
Vibhas,fast_food,12.9751333,77.6149534,,OSM
MumbaiStyle,fast_food,12.9751349,77.6149697,,OSM
Paparazzi,restaurant,12.9748952,77.6153654,,OSM
Pinxx,cafe,12.9748429,77.6153686,,OSM
Siri's Camille's Ice Cream Bar,cafe,12.9702195,77.6476869,ice_cream,OSM
Theobroma,cafe,12.9702094,77.6440181,,OSM
Domino's,fast_food,12.9591346,77.6565349,pizza,OSM
Chaitanya Uphara,fast_food,12.9745339,77.5309153,regional,OSM
Five Star Chicken,fast_food,12.9760251,77.5330067,regional,OSM
By Two Coffe,fast_food,12.9757481,77.5373265,regional,OSM
Hot Coffe,fast_food,12.9737917,77.5433178,regional,OSM
Faasos's,fast_food,12.9674571,77.5997967,rolls,OSM
Cafe Coffee Day,cafe,12.9736889,77.6112977,coffee_shop,OSM
Sri Lakshmi Foods Court,restaurant,13.071623,77.5117792,regional,OSM
R. P. Kamat's,restaurant,12.9759239,77.5749981,,OSM
Sukh Sagar,restaurant,12.9766765,77.5777178,,OSM
Shree Yummy's Palace,restaurant,13.0076007,77.5710725,regional,OSM
Guru Darshan,fast_food,13.0016824,77.6305565,,OSM
Sai Ram Hot Chips,food_court,13.0015441,77.6298704,,OSM
Arirang Korean Restaurant,restaurant,13.0195687,77.6371797,korean,OSM
Seekers Cafe,cafe,12.9302063,77.6140996,,OSM
Khan Saheb Grills and Rolls,restaurant,12.9826791,77.61051,,OSM
Hotel Dil Coorg,restaurant,12.9779131,77.6328957,coorg,OSM
Al Bek,restaurant,12.9942736,77.5715823,,OSM
Ambur Hot Dum Biryani,fast_food,12.9572235,77.655082,,OSM
Santosh Fast Food,fast_food,12.9571574,77.6550531,,OSM
Annapoorneshwari Restaurant,restaurant,12.9578247,77.6551191,meals,OSM
Little Orissa,restaurant,12.9622425,77.6448007,,OSM
Domino's,fast_food,12.991837,77.5376289,pizza,OSM
Shristi Sagar,restaurant,13.0076756,77.5640516,indian,OSM
Chandana Bakery,cafe,12.9832756,77.7682509,,OSM
Sri Krishna Sagar,restaurant,12.9852789,77.5434809,indian,OSM
SodaBottleOpenerWala,restaurant,12.9706578,77.5975349,indian,OSM
Lazy Suzy,cafe,12.9708508,77.6474894,,OSM
Bakery,fast_food,12.9481296,77.7090944,bakery,OSM
Unknown,restaurant,12.9525488,77.7058831,,OSM
Dasaprakash,restaurant,12.9765168,77.6029754,,OSM
Onestà,restaurant,12.9787278,77.6435358,pizza,OSM
Bharathi Restaurant,fast_food,12.9487921,77.6009276,,OSM
Janatha Hotel,food_court,12.9483365,77.5988241,,OSM
Royal Fast Food,fast_food,12.9459822,77.6289502,,OSM
Bob's Chinese Fast Food,fast_food,12.9453821,77.6289419,chinese,OSM
Sri Krishna Sagar,restaurant,12.9930498,77.663735,indian,OSM
Siddiqu Kabab Center,fast_food,12.9631001,77.6057848,,OSM
Bansuri,fast_food,12.9866737,77.5408083,,OSM
Mahadeshwara Chats,fast_food,12.9884235,77.5352159,,OSM
Priyadarshini Grand,restaurant,12.9902817,77.5378602,regional,OSM
Khawja Hotel,restaurant,12.9625119,77.5486586,,OSM
Indian Biryani,fast_food,12.9792577,77.6415104,,OSM
Halli Mani Rotti,fast_food,12.9792663,77.6417619,,OSM
Chaithanya,fast_food,12.979242,77.6414173,,OSM
Juice Junction,fast_food,12.9790839,77.6438666,indian,OSM
Hotel Orange tree Residency,restaurant,12.9793184,77.6435354,,OSM
Spoonful Sugar Pastisserie & cafè,cafe,12.9793017,77.6436594,,OSM
Coorg Restaurant,restaurant,12.9790201,77.6419756,,OSM
Punjab Khazana,fast_food,12.9792481,77.6421915,,OSM
New Ambur Hot Dum Biryani,fast_food,13.0016102,77.6313676,,OSM
Unknown,restaurant,12.9112304,77.6760618,,OSM
Jose Mess,restaurant,12.9310409,77.6081159,indian,OSM
Shanti Sagar,restaurant,12.987086,77.6189974,,OSM
Kritunga Restaurant,restaurant,12.9756993,77.7268861,indian,OSM
Bismillah Tea Hotel,cafe,12.9608368,77.5485824,,OSM
Unknown,cafe,12.962222,77.5505208,,OSM
Bismillah Tea Hotel,cafe,12.9615054,77.5504015,,OSM
Khalil Tea Hotel,cafe,12.9641082,77.5504793,,OSM
Bombay tea hotel,cafe,12.9632318,77.5500256,,OSM
Bismillah Tea Hotel,cafe,12.9661241,77.5521383,,OSM
Bismillah Tea Hotel,cafe,12.9638664,77.5510308,,OSM
Mani's Dum Biriyani,restaurant,12.9274912,77.6373711,,OSM
Biriyani Zone,restaurant,12.9758228,77.7266535,,OSM
The Kabab Company,restaurant,12.9787711,77.6365491,indian,OSM
Hot Soup & Bowl,restaurant,12.9576049,77.5247105,indian;chinese;italian;pasta,OSM
Paani Kum Chai,fast_food,12.9286014,77.5928375,,OSM
Bangalore Mandarin,restaurant,12.9700883,77.7502482,chinese,OSM
Pakvan,restaurant,13.0033921,77.5783685,indian,OSM
Meera Delicacy,restaurant,12.9476142,77.5797544,indian,OSM
Crunch Sip,fast_food,12.9105778,77.5807084,,OSM
Hyderabadi Spice,restaurant,12.8405327,77.6637955,,OSM
Ksheera Sagar,fast_food,12.9411724,77.6172571,indian;south_indian,OSM
Suryawanshi,restaurant,12.9702478,77.6357689,,OSM
Street side food,fast_food,12.9189327,77.5964279,chicken;indian,OSM
Donne Biriyani Hotel,restaurant,12.9204794,77.5956182,chicken;regional,OSM
Third Wave Coffee Roasters,cafe,13.0610589,77.5872299,coffee_shop,OSM
Hyderabad Biryani,restaurant,13.0591909,77.5875414,regional,OSM
Adigas,restaurant,13.0589975,77.5875951,,OSM
Svensens Icrecream,cafe,13.0637714,77.5905824,ice_cream,OSM
Mane Holige Kuruk thindi,restaurant,12.9288993,77.5818811,,OSM
Sapna Bakery,fast_food,12.9062859,77.6290719,,OSM
Green Onion,restaurant,12.9589543,77.6521562,chinese,OSM
Kaapi Katte,restaurant,12.9162563,77.520671,indian,OSM
OSR Andhra Spice,restaurant,12.9061516,77.5209983,regional,OSM
Tiffin,fast_food,12.9695741,77.6459441,,OSM
Sri Raghavendra Darshini,restaurant,12.9744534,77.6388972,,OSM
Coffee Beans,fast_food,12.9588231,77.7216062,juice,OSM
Swathi Deluxe,restaurant,12.9378825,77.6991184,indian;seafood;chicken;egg;mutton;tandoor,OSM
Unknown,restaurant,12.9875355,77.6190745,,OSM
Moritz Nano Restaurant,restaurant,12.9875826,77.6188927,,OSM
Nanak,restaurant,12.967557,77.6061228,,OSM
Nescafe,cafe,12.9355646,77.5345308,indian,OSM
Prasad Icecream Parlour,cafe,12.9392188,77.5600997,ice_cream,OSM
Cafe Thulp,cafe,12.9908261,77.6193188,,OSM
